semel,year,school,city,city_norm,match_stage,cluster,index_value,population,locality_form,ses_locality_name,log_population,district,sector,supervision,legal_status,education_stage,nurture_quintile,avg_class_size,total_budget_per_student,teaching_budget_per_student,tuition_per_student,perimeter_per_student,projects_per_student,purchases_per_student,transport_per_student,private_hours_per_student,special_ed_share,log_school_size,math_avg_grade,english_avg_grade,math_5unit_participation,english_5unit_participation,math_takers_total,english_takers_total,students_regular,students_special,budget_total,cost_teaching,cost_tuition,cost_perimeter,cost_projects,cost_purchases,cost_transport,hours_private
460725,2016,"בית אקשטיין-כפר מל""ל","כפר מל""ל",כפר מל ל,exact,9.0,1.666,328.0,310.0,"כפר מל""ל",5.796057750765372,מרכז,יהודי,ממלכתי,מוכר,יסודי ועליונה,,,,,,,,,,,1.0,4.969813299576001,77.05,84.91,0.0,0.0,19.0,21.0,0.0,143.0,3695012.1052,0.0,0.0,585753.26,3108841.5500000007,417.2952,0.0,0.0
462200,2014,תיכון שקד,קרית טבעון,קריית טבעון,exact,8.0,1.262,17607.0,,קריית טבעון,9.776108623206298,חיפה,יהודי,ממלכתי,מוכר,"חט""ב ועליונה",1.0,23.8,12477.39294117647,0.0,12402.46420168067,8.303193277310925,79.15294117647059,0.0,-12.527394957983192,0.0,0.0,4.787491742782046,89.5,82.11,0.0,1.0,14.0,19.0,119.0,0.0,1484809.7599999998,0.0,1475893.2399999998,988.08,9419.2,0.0,-1490.76,0.0
462200,2015,תיכון שקד,קרית טבעון,קריית טבעון,exact,8.0,1.262,17607.0,,קריית טבעון,9.776108623206298,חיפה,יהודי,ממלכתי,מוכר,"חט""ב ועליונה",1.0,23.8,12477.39294117647,0.0,12402.46420168067,8.303193277310925,79.15294117647059,0.0,-12.527394957983192,0.0,0.0,4.787491742782046,79.91,87.44,0.0,1.0,17.0,18.0,119.0,0.0,1484809.7599999998,0.0,1475893.2399999998,988.08,9419.2,0.0,-1490.76,0.0
462200,2016,תיכון שקד,קרית טבעון,קריית טבעון,exact,8.0,1.262,17607.0,,קריית טבעון,9.776108623206298,חיפה,יהודי,ממלכתי,מוכר,"חט""ב ועליונה",1.0,23.8,12477.39294117647,0.0,12402.46420168067,8.303193277310925,79.15294117647059,0.0,-12.527394957983192,0.0,0.0,4.787491742782046,,86.75,0.0,1.0,17.0,16.0,119.0,0.0,1484809.7599999998,0.0,1475893.2399999998,988.08,9419.2,0.0,-1490.76,0.0
462218,2016,אלכרמה,חיפה,חיפה,exact,7.0,0.529,277736.0,,חיפה,12.534429901726035,חיפה,ערבי,ממלכתי,מוכר,עליונה בלבד,,24.2,13788.340909090904,0.0,13475.997933884299,0.0,85.6685950413223,230.53884297520662,-3.8644628099173555,0.0,0.0,4.804021044733257,64.12677419354839,86.63,0.0,0.3225806451612903,31.0,31.0,121.0,0.0,1668389.2499999995,0.0,1630595.7500000002,0.0,10365.9,27895.2,-467.6,0.0
462929,2015,תיכון נווה חיה,נתיבות,נתיבות,exact,3.0,-0.693,31234.0,,נתיבות,10.349294539927671,דרום,יהודי,חרדי,מוכר,עליונה בלבד,3.0,19.5,15449.994807692306,0.0,15205.90282051282,9.072179487179486,232.84666666666666,9.453141025641028,-7.28,0.0,0.0,4.3694478524670215,98.18,86.64,0.0,0.0,11.0,11.0,78.0,0.0,1205099.595,0.0,1186060.42,707.63,18162.04,737.3450000000001,-567.84,0.0
462929,2016,תיכון נווה חיה,נתיבות,נתיבות,exact,3.0,-0.693,31234.0,,נתיבות,10.349294539927671,דרום,יהודי,חרדי,מוכר,עליונה בלבד,3.0,19.5,15449.994807692306,0.0,15205.90282051282,9.072179487179486,232.84666666666666,9.453141025641028,-7.28,0.0,0.0,4.3694478524670215,95.88,88.13,0.0,0.0,16.0,16.0,78.0,0.0,1205099.595,0.0,1186060.42,707.63,18162.04,737.3450000000001,-567.84,0.0
470013,2014,ארץ יהודה,כפר זוהרים,כפר זוהרים,unmatched,,,,,,,ירושלים,יהודי,ממלכתי דתי,מוכר,עליונה בלבד,,16.8,40903.60600212129,0.0,33596.09654761905,15.10142857142857,61.33571428571428,7238.2294545022305,-7.1571428571428575,0.0,0.0,4.442651256490317,,78.27,0.0,0.0,7.0,11.0,84.0,0.0,3435902.904178188,0.0,2822072.11,1268.52,5152.2,608011.2741781874,-601.2,0.0
470013,2015,ארץ יהודה,כפר זוהרים,כפר זוהרים,unmatched,,,,,,,ירושלים,יהודי,ממלכתי דתי,מוכר,עליונה בלבד,,16.8,40903.60600212129,0.0,33596.09654761905,15.10142857142857,61.33571428571428,7238.2294545022305,-7.1571428571428575,0.0,0.0,4.442651256490317,,,0.0,0.0,8.0,7.0,84.0,0.0,3435902.904178188,0.0,2822072.11,1268.52,5152.2,608011.2741781874,-601.2,0.0
470013,2016,ארץ יהודה,כפר זוהרים,כפר זוהרים,unmatched,,,,,,,ירושלים,יהודי,ממלכתי דתי,מוכר,עליונה בלבד,,16.8,40903.60600212129,0.0,33596.09654761905,15.10142857142857,61.33571428571428,7238.2294545022305,-7.1571428571428575,0.0,0.0,4.442651256490317,67.13,85.92999999999999,0.0,0.0,15.0,14.0,84.0,0.0,3435902.904178188,0.0,2822072.11,1268.52,5152.2,608011.2741781874,-601.2,0.0
470021,2013,טכנולוגי עירוני ויצו,רחובות,רחובות,exact,7.0,0.641,132509.0,,רחובות,11.794413393258681,מרכז,יהודי,ממלכתי,מוכר,עליונה בלבד,3.0,23.09523809523809,31829.07197008787,0.0,31478.692556701026,2.985319587628866,183.2778556701031,171.83582575797988,-7.7195876288659795,0.0,0.0,6.186208623900494,65.01,74.67,0.0,0.14285714285714285,80.0,105.0,485.0,0.0,15437099.905492617,0.0,15267165.889999997,1447.88,88889.76,83340.37549262024,-3744.0,0.0
