semel,year,school,city,city_norm,match_stage,cluster,index_value,population,locality_form,ses_locality_name,log_population,district,sector,supervision,legal_status,education_stage,nurture_quintile,avg_class_size,total_budget_per_student,teaching_budget_per_student,tuition_per_student,perimeter_per_student,projects_per_student,purchases_per_student,transport_per_student,private_hours_per_student,special_ed_share,log_school_size,math_avg_grade,english_avg_grade,math_5unit_participation,english_5unit_participation,math_takers_total,english_takers_total,students_regular,students_special,budget_total,cost_teaching,cost_tuition,cost_perimeter,cost_projects,cost_purchases,cost_transport,hours_private,combined_avg_grade,total_takers,log_total_takers,iso_outlier,lof_outlier,lof_score,iso_score,outlier_consensus,outlier_any
120238,2013,קרית יערים,קרית יערים)מוסד(,קריית יערים מוסד,crosswalk,2.0,-1.543,265.0,340.0,קריית יערים (מוסד),5.583496308781699,ירושלים,יהודי,ממלכתי,רשמי,"חט""ב ועליונה",5.0,13.4,88182.62947299192,22403.11839253731,44907.94373134327,3313.2568656716417,506.8716417910448,13956.199438663569,-3.984477611940298,0.4252238805970149,0.3092783505154639,4.584967478670572,,,0.0,0.0,6.0,8.0,67.0,30.0,5908236.174690459,1501008.9323,3008832.229999999,221988.21,33960.4,935065.3623904592,-266.96,28.49,,14.0,2.70805020110221,False,False,,,False,False
120238,2014,קרית יערים,קרית יערים)מוסד(,קריית יערים מוסד,crosswalk,2.0,-1.543,265.0,340.0,קריית יערים (מוסד),5.583496308781699,ירושלים,יהודי,ממלכתי,רשמי,"חט""ב ועליונה",5.0,13.4,88182.62947299192,22403.11839253731,44907.94373134327,3313.2568656716417,506.8716417910448,13956.199438663569,-3.984477611940298,0.4252238805970149,0.3092783505154639,4.584967478670572,,,,0.0,,7.0,67.0,30.0,5908236.174690459,1501008.9323,3008832.229999999,221988.21,33960.4,935065.3623904592,-266.96,28.49,,7.0,2.0794415416798357,False,False,,,False,False
120238,2015,קרית יערים,קרית יערים)מוסד(,קריית יערים מוסד,crosswalk,2.0,-1.543,265.0,340.0,קריית יערים (מוסד),5.583496308781699,ירושלים,יהודי,ממלכתי,רשמי,"חט""ב ועליונה",5.0,13.4,88182.62947299192,22403.11839253731,44907.94373134327,3313.2568656716417,506.8716417910448,13956.199438663569,-3.984477611940298,0.4252238805970149,0.3092783505154639,4.584967478670572,,,0.0,0.0,8.0,9.0,67.0,30.0,5908236.174690459,1501008.9323,3008832.229999999,221988.21,33960.4,935065.3623904592,-266.96,28.49,,17.0,2.8903717578961645,False,False,,,False,False
120238,2016,קרית יערים,קרית יערים)מוסד(,קריית יערים מוסד,crosswalk,2.0,-1.543,265.0,340.0,קריית יערים (מוסד),5.583496308781699,ירושלים,יהודי,ממלכתי,רשמי,"חט""ב ועליונה",5.0,13.4,88182.62947299192,22403.11839253731,44907.94373134327,3313.2568656716417,506.8716417910448,13956.199438663569,-3.984477611940298,0.4252238805970149,0.3092783505154639,4.584967478670572,,,0.0,0.0,6.0,8.0,67.0,30.0,5908236.174690459,1501008.9323,3008832.229999999,221988.21,33960.4,935065.3623904592,-266.96,28.49,,14.0,2.70805020110221,False,False,,,False,False
140012,2013,אולפנא תורנית חורב,ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,13.669091908796466,ירושלים,יהודי,ממלכתי דתי,מוכר,יסודי ועליונה,2.0,29.166666666666668,18417.856330776394,0.0,14937.258957142856,4.096985714285715,3173.1131714285725,315.32733077639404,-11.940114285714284,0.0,0.0154711673699015,6.568077911411976,90.43974576271188,92.05771186440676,0.2711864406779661,0.8559322033898306,118.0,118.0,700.0,11.0,12892499.431543477,0.0,10456081.27,2867.8900000000003,2221179.2200000007,220729.13154347584,-8358.08,0.0,91.24872881355932,236.0,5.4680601411351315,False,False,-1.013639702535182,-0.5194987031271573,False,False
140012,2014,אולפנא תורנית חורב,ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,13.669091908796466,ירושלים,יהודי,ממלכתי דתי,מוכר,יסודי ועליונה,2.0,29.166666666666668,18417.856330776394,0.0,14937.258957142856,4.096985714285715,3173.1131714285725,315.32733077639404,-11.940114285714284,0.0,0.0154711673699015,6.568077911411976,89.10855072463768,91.62597122302157,0.2318840579710145,0.8129496402877698,138.0,139.0,700.0,11.0,12892499.431543477,0.0,10456081.27,2867.8900000000003,2221179.2200000007,220729.13154347584,-8358.08,0.0,90.36726097382962,277.0,5.627621113690637,False,False,-1.023103566660795,-0.5057176635604519,False,False
140012,2015,אולפנא תורנית חורב,ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,13.669091908796466,ירושלים,יהודי,ממלכתי דתי,מוכר,יסודי ועליונה,2.0,29.166666666666668,18417.856330776394,0.0,14937.258957142856,4.096985714285715,3173.1131714285725,315.32733077639404,-11.940114285714284,0.0,0.0154711673699015,6.568077911411976,91.96201923076924,91.73,0.2403846153846154,0.9230769230769232,104.0,104.0,700.0,11.0,12892499.431543477,0.0,10456081.27,2867.8900000000003,2221179.2200000007,220729.13154347584,-8358.08,0.0,91.84600961538462,208.0,5.342334251964811,False,False,-1.014056288477446,-0.5304921380493004,False,False
140012,2016,אולפנא תורנית חורב,ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,13.669091908796466,ירושלים,יהודי,ממלכתי דתי,מוכר,יסודי ועליונה,2.0,29.166666666666668,18417.856330776394,0.0,14937.258957142856,4.096985714285715,3173.1131714285725,315.32733077639404,-11.940114285714284,0.0,0.0154711673699015,6.568077911411976,91.99162601626016,91.78504065040651,0.2845528455284553,0.8699186991869918,123.0,123.0,700.0,11.0,12892499.431543477,0.0,10456081.27,2867.8900000000003,2221179.2200000007,220729.13154347584,-8358.08,0.0,91.88833333333334,246.0,5.5093883366279774,False,False,-1.0049964055134268,-0.5294097569993412,False,False
140038,2013,עירוני דתי רוטשילד,ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,13.669091908796466,ירושלים,יהודי,ממלכתי דתי,רשמי,"חט""ב ועליונה",3.0,24.5,33361.39133822946,12578.297157142855,16707.141061224494,1865.409755102041,101.74714285714288,1061.0767525151805,-9.325387755102042,0.2514285714285714,0.0576923076923076,5.564520407322694,78.46230769230769,90.16,0.0,0.7037037037037037,26.0,27.0,245.0,15.0,8173540.877866218,3081682.8034999995,4093249.560000001,457025.39,24928.050000000003,259963.80436621924,-2284.7200000000003,61.6,84.31115384615384,53.0,3.9889840465642745,False,False,-1.00811776346384,-0.4705721449081736,False,False
140038,2014,עירוני דתי רוטשילד,ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,13.669091908796466,ירושלים,יהודי,ממלכתי דתי,רשמי,"חט""ב ועליונה",3.0,24.5,33361.39133822946,12578.297157142855,16707.141061224494,1865.409755102041,101.74714285714288,1061.0767525151805,-9.325387755102042,0.2514285714285714,0.0576923076923076,5.564520407322694,83.58,92.24,0.0,0.7777777777777778,25.0,27.0,245.0,15.0,8173540.877866218,3081682.8034999995,4093249.560000001,457025.39,24928.050000000003,259963.80436621924,-2284.7200000000003,61.6,87.91,52.0,3.970291913552122,False,False,-1.1384145658746037,-0.4890897936382068,False,False
140038,2015,עירוני דתי רוטשילד,ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,13.669091908796466,ירושלים,יהודי,ממלכתי דתי,רשמי,"חט""ב ועליונה",3.0,24.5,33361.39133822946,12578.297157142855,16707.141061224494,1865.409755102041,101.74714285714288,1061.0767525151805,-9.325387755102042,0.2514285714285714,0.0576923076923076,5.564520407322694,77.26,93.67,0.0,0.4444444444444444,25.0,27.0,245.0,15.0,8173540.877866218,3081682.8034999995,4093249.560000001,457025.39,24928.050000000003,259963.80436621924,-2284.7200000000003,61.6,85.465,52.0,3.970291913552122,False,False,-0.9738316517820271,-0.45499477309365033,False,False
140038,2016,עירוני דתי רוטשילד,ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,13.669091908796466,ירושלים,יהודי,ממלכתי דתי,רשמי,"חט""ב ועליונה",3.0,24.5,33361.39133822946,12578.297157142855,16707.141061224494,1865.409755102041,101.74714285714288,1061.0767525151805,-9.325387755102042,0.2514285714285714,0.0576923076923076,5.564520407322694,85.1295652173913,92.6,0.0,1.0,23.0,20.0,245.0,15.0,8173540.877866218,3081682.8034999995,4093249.560000001,457025.39,24928.050000000003,259963.80436621924,-2284.7200000000003,61.6,88.86478260869565,43.0,3.784189633918261,False,False,-1.1895996023027542,-0.5259449642148283,False,False
140046,2013,עירוני ג',ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,13.669091908796466,ירושלים,יהודי,ממלכתי,רשמי,"חט""ב ועליונה",2.0,28.916666666666668,29644.20735941562,9285.64908170029,13242.153299711816,2230.8549423631125,685.3801873198846,289.2436091274386,-11.640864553314122,0.1687848222862632,0.1346633416458852,6.688354713946762,78.12560975609756,82.78659574468085,0.075187969924812,0.5460992907801419,133.0,141.0,694.0,108.0,20573079.90743444,6444240.462700001,9190054.39,1548213.33,475653.8499999999,200735.0647344424,-8078.76,117.13666666666668,80.4561027503892,274.0,5.616771097666572,False,False,-0.993293570388528,-0.45673818577768804,False,False
140046,2014,עירוני ג',ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,13.669091908796466,ירושלים,יהודי,ממלכתי,רשמי,"חט""ב ועליונה",2.0,28.916666666666668,29644.20735941562,9285.64908170029,13242.153299711816,2230.8549423631125,685.3801873198846,289.2436091274386,-11.640864553314122,0.1687848222862632,0.1346633416458852,6.688354713946762,80.53744,83.884,0.112,0.4928571428571429,125.0,140.0,694.0,108.0,20573079.90743444,6444240.462700001,9190054.39,1548213.33,475653.8499999999,200735.0647344424,-8078.76,117.13666666666668,82.21072000000001,265.0,5.583496308781699,False,False,-0.9899782196522684,-0.45174822150094024,False,False
140046,2015,עירוני ג',ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,13.669091908796466,ירושלים,יהודי,ממלכתי,רשמי,"חט""ב ועליונה",2.0,28.916666666666668,29644.20735941562,9285.64908170029,13242.153299711816,2230.8549423631125,685.3801873198846,289.2436091274386,-11.640864553314122,0.1687848222862632,0.1346633416458852,6.688354713946762,79.86076923076922,81.68642857142858,0.0787401574803149,0.6357142857142857,127.0,140.0,694.0,108.0,20573079.90743444,6444240.462700001,9190054.39,1548213.33,475653.8499999999,200735.0647344424,-8078.76,117.13666666666668,80.7735989010989,267.0,5.5909869805108565,False,False,-1.0017643674714374,-0.46366505122293894,False,False
140046,2016,עירוני ג',ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,13.669091908796466,ירושלים,יהודי,ממלכתי,רשמי,"חט""ב ועליונה",2.0,28.916666666666668,29644.20735941562,9285.64908170029,13242.153299711816,2230.8549423631125,685.3801873198846,289.2436091274386,-11.640864553314122,0.1687848222862632,0.1346633416458852,6.688354713946762,78.46136363636363,84.57813333333333,0.0909090909090909,0.6266666666666667,132.0,150.0,694.0,108.0,20573079.90743444,6444240.462700001,9190054.39,1548213.33,475653.8499999999,200735.0647344424,-8078.76,117.13666666666668,81.51974848484848,282.0,5.645446897643238,False,False,-0.9994507665159166,-0.46387157196436,False,False
140053,2013,אקדמיה למוסיקה,ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,13.669091908796466,ירושלים,יהודי,ממלכתי,מוכר,עליונה בלבד,1.0,36.0,16954.807583975187,0.0,16714.421909722223,6.09170138888889,191.0170138888889,58.68918119741152,-15.412222222222224,0.0,0.0,5.666426688112432,90.23666666666668,88.11,0.1,0.9032258064516128,60.0,62.0,288.0,0.0,4882984.584184854,0.0,4813753.51,1754.41,55012.9,16902.48418485452,-4438.72,0.0,89.17333333333335,122.0,4.812184355372417,False,False,-1.1516342368680859,-0.5284505589998579,False,False
140053,2014,אקדמיה למוסיקה,ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,13.669091908796466,ירושלים,יהודי,ממלכתי,מוכר,עליונה בלבד,1.0,36.0,16954.807583975187,0.0,16714.421909722223,6.09170138888889,191.0170138888889,58.68918119741152,-15.412222222222224,0.0,0.0,5.666426688112432,88.56157894736843,91.44,0.0952380952380952,0.9166666666666666,63.0,60.0,288.0,0.0,4882984.584184854,0.0,4813753.51,1754.41,55012.9,16902.48418485452,-4438.72,0.0,90.00078947368422,123.0,4.820281565605037,False,False,-1.1690663004528443,-0.5339224870813558,False,False
140053,2015,אקדמיה למוסיקה,ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,13.669091908796466,ירושלים,יהודי,ממלכתי,מוכר,עליונה בלבד,1.0,36.0,16954.807583975187,0.0,16714.421909722223,6.09170138888889,191.0170138888889,58.68918119741152,-15.412222222222224,0.0,0.0,5.666426688112432,90.11910447761193,89.31,0.0,1.0,67.0,65.0,288.0,0.0,4882984.584184854,0.0,4813753.51,1754.41,55012.9,16902.48418485452,-4438.72,0.0,89.71455223880596,132.0,4.890349128221754,True,True,-1.2876038937340228,-0.5460887930048378,True,True
140053,2016,אקדמיה למוסיקה,ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,13.669091908796466,ירושלים,יהודי,ממלכתי,מוכר,עליונה בלבד,1.0,36.0,16954.807583975187,0.0,16714.421909722223,6.09170138888889,191.0170138888889,58.68918119741152,-15.412222222222224,0.0,0.0,5.666426688112432,91.18125,89.17,0.1515151515151515,1.0,66.0,63.0,288.0,0.0,4882984.584184854,0.0,4813753.51,1754.41,55012.9,16902.48418485452,-4438.72,0.0,90.175625,129.0,4.867534450455582,False,False,-1.1237087408531574,-0.5421548152913146,False,False
140061,2013,תכון ליד האוניברסיטה,ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,13.669091908796466,ירושלים,יהודי,ממלכתי,רשמי,"חט""ב ועליונה",1.0,31.12121212121212,21519.412352593365,6291.005433300877,13339.714664070112,1403.9542453748786,352.9294741966894,147.70134967223896,-15.892814021421616,0.1184923726062966,0.0115495668912415,6.946975992135418,91.61434782608696,93.03,0.3478260869565217,0.9621621621621622,184.0,185.0,1027.0,12.0,22100436.486113384,6460862.58,13699886.960000005,1441861.0100000002,362458.57,151689.28611338942,-16321.92,121.69166666666666,92.32217391304349,369.0,5.91350300563827,True,False,-1.054359866270976,-0.5727705809081702,False,True
140061,2014,תכון ליד האוניברסיטה,ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,13.669091908796466,ירושלים,יהודי,ממלכתי,רשמי,"חט""ב ועליונה",1.0,31.12121212121212,21519.412352593365,6291.005433300877,13339.714664070112,1403.9542453748786,352.9294741966894,147.70134967223896,-15.892814021421616,0.1184923726062966,0.0115495668912415,6.946975992135418,92.11052325581396,94.08,0.377906976744186,0.9709302325581396,172.0,172.0,1027.0,12.0,22100436.486113384,6460862.58,13699886.960000005,1441861.0100000002,362458.57,151689.28611338942,-16321.92,121.69166666666666,93.09526162790698,344.0,5.84354441703136,True,False,-1.0604736532967851,-0.5822291746035144,False,True
140061,2015,תכון ליד האוניברסיטה,ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,13.669091908796466,ירושלים,יהודי,ממלכתי,רשמי,"חט""ב ועליונה",1.0,31.12121212121212,21519.412352593365,6291.005433300877,13339.714664070112,1403.9542453748786,352.9294741966894,147.70134967223896,-15.892814021421616,0.1184923726062966,0.0115495668912415,6.946975992135418,92.60171597633136,94.11,0.4319526627218935,1.0,169.0,165.0,1027.0,12.0,22100436.486113384,6460862.58,13699886.960000005,1441861.0100000002,362458.57,151689.28611338942,-16321.92,121.69166666666666,93.35585798816568,334.0,5.814130531825066,True,False,-1.0771587285873754,-0.59313193144195,False,True
140061,2016,תכון ליד האוניברסיטה,ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,13.669091908796466,ירושלים,יהודי,ממלכתי,רשמי,"חט""ב ועליונה",1.0,31.12121212121212,21519.412352593365,6291.005433300877,13339.714664070112,1403.9542453748786,352.9294741966894,147.70134967223896,-15.892814021421616,0.1184923726062966,0.0115495668912415,6.946975992135418,92.9954189944134,95.3,0.4581005586592179,1.0,179.0,176.0,1027.0,12.0,22100436.486113384,6460862.58,13699886.960000005,1441861.0100000002,362458.57,151689.28611338942,-16321.92,121.69166666666666,94.1477094972067,355.0,5.87493073085203,True,False,-1.105438803516246,-0.5990406216292038,False,True
140079,2013,הגמנסיה העברית,ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,13.669091908796466,ירושלים,יהודי,ממלכתי,רשמי,"חט""ב ועליונה",2.0,30.03333333333333,24714.02723299455,10067.00808945616,9081.97297447281,1780.9631853496116,449.6538179800222,161.04676839966316,-10.570477247502774,0.177031076581576,0.051578947368421,6.85751406254539,83.98037383177571,86.75794871794872,0.0854700854700854,0.6068376068376068,117.0,117.0,901.0,49.0,22267338.53692809,9070374.2886,8182857.650000001,1604647.83,405138.09,145103.1383280965,-9524.0,159.505,85.36916127486222,234.0,5.459585514144159,False,False,-0.9886268634954256,-0.4500262602194069,False,False
140079,2014,הגמנסיה העברית,ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,13.669091908796466,ירושלים,יהודי,ממלכתי,רשמי,"חט""ב ועליונה",2.0,30.03333333333333,24714.02723299455,10067.00808945616,9081.97297447281,1780.9631853496116,449.6538179800222,161.04676839966316,-10.570477247502774,0.177031076581576,0.051578947368421,6.85751406254539,85.72198275862068,86.55048780487805,0.064516129032258,0.6016260162601627,124.0,123.0,901.0,49.0,22267338.53692809,9070374.2886,8182857.650000001,1604647.83,405138.09,145103.1383280965,-9524.0,159.505,86.13623528174936,247.0,5.5134287461649825,False,False,-0.9936724384243385,-0.4533459406866288,False,False
140079,2015,הגמנסיה העברית,ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,13.669091908796466,ירושלים,יהודי,ממלכתי,רשמי,"חט""ב ועליונה",2.0,30.03333333333333,24714.02723299455,10067.00808945616,9081.97297447281,1780.9631853496116,449.6538179800222,161.04676839966316,-10.570477247502774,0.177031076581576,0.051578947368421,6.85751406254539,90.39834782608696,87.10508771929824,0.0956521739130434,0.4824561403508772,115.0,114.0,901.0,49.0,22267338.53692809,9070374.2886,8182857.650000001,1604647.83,405138.09,145103.1383280965,-9524.0,159.505,88.7517177726926,229.0,5.438079308923196,False,False,-1.004721264158032,-0.45682070558411036,False,False
140079,2016,הגמנסיה העברית,ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,13.669091908796466,ירושלים,יהודי,ממלכתי,רשמי,"חט""ב ועליונה",2.0,30.03333333333333,24714.02723299455,10067.00808945616,9081.97297447281,1780.9631853496116,449.6538179800222,161.04676839966316,-10.570477247502774,0.177031076581576,0.051578947368421,6.85751406254539,88.84553672316385,88.46799999999999,0.0677966101694915,0.6285714285714286,177.0,175.0,901.0,49.0,22267338.53692809,9070374.2886,8182857.650000001,1604647.83,405138.09,145103.1383280965,-9524.0,159.505,88.65676836158192,352.0,5.8664680569332965,False,False,-1.0556668139361656,-0.4737806755887063,False,False
140087,2013,רנה קסין דרכא,ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,13.669091908796466,ירושלים,יהודי,ממלכתי,רשמי,"חט""ב ועליונה",2.0,29.64,28939.433659559923,8285.389537381916,15059.8127125506,1466.1929689608637,205.7441025641025,219.7235823669434,-11.571713900134952,0.1300674763832658,0.07375,6.68586094706836,80.15218181818182,82.95837719298247,0.0545454545454545,0.4385964912280701,220.0,228.0,741.0,59.0,21444120.341733903,6139473.6472,11159321.219999995,1086448.99,152456.37999999998,162815.17453390505,-8574.64,96.38,81.55527950558215,448.0,6.1070228877422545,False,False,-1.0569995703661614,-0.4799914303935105,False,False
140087,2014,רנה קסין דרכא,ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,13.669091908796466,ירושלים,יהודי,ממלכתי,רשמי,"חט""ב ועליונה",2.0,29.64,28939.433659559923,8285.389537381916,15059.8127125506,1466.1929689608637,205.7441025641025,219.7235823669434,-11.571713900134952,0.1300674763832658,0.07375,6.68586094706836,80.27358620689655,82.81,0.0896551724137931,0.48,145.0,150.0,741.0,59.0,21444120.341733903,6139473.6472,11159321.219999995,1086448.99,152456.37999999998,162815.17453390505,-8574.64,96.38,81.54179310344827,295.0,5.69035945432406,False,False,-0.9982405969014563,-0.45652257539308955,False,False
140087,2015,רנה קסין דרכא,ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,13.669091908796466,ירושלים,יהודי,ממלכתי,רשמי,"חט""ב ועליונה",2.0,29.64,28939.433659559923,8285.389537381916,15059.8127125506,1466.1929689608637,205.7441025641025,219.7235823669434,-11.571713900134952,0.1300674763832658,0.07375,6.68586094706836,77.09654929577465,81.81067567567567,0.0845070422535211,0.4459459459459459,142.0,148.0,741.0,59.0,21444120.341733903,6139473.6472,11159321.219999995,1086448.99,152456.37999999998,162815.17453390505,-8574.64,96.38,79.45361248572516,290.0,5.673323267171493,False,False,-1.0117693582656353,-0.45590807460576366,False,False
140087,2016,רנה קסין דרכא,ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,13.669091908796466,ירושלים,יהודי,ממלכתי,רשמי,"חט""ב ועליונה",2.0,29.64,28939.433659559923,8285.389537381916,15059.8127125506,1466.1929689608637,205.7441025641025,219.7235823669434,-11.571713900134952,0.1300674763832658,0.07375,6.68586094706836,82.79176470588236,79.27621621621623,0.088235294117647,0.4594594594594595,136.0,148.0,741.0,59.0,21444120.341733903,6139473.6472,11159321.219999995,1086448.99,152456.37999999998,162815.17453390505,-8574.64,96.38,81.03399046104929,284.0,5.652489180268651,False,False,-0.9964003613723819,-0.4546168383965842,False,False
140095,2013,חוות הנוער הציוני,ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,13.669091908796466,ירושלים,יהודי,ממלכתי,רשמי,"חט""ב ועליונה",5.0,26.727272727272727,28447.21403870185,6176.68782414966,18697.501241496604,1600.3249319727893,580.3368027210884,1392.5904492460566,-0.2272108843537417,0.0933333333333333,0.0,6.3784261836515865,77.9375,85.2748051948052,0.1111111111111111,0.425287356321839,72.0,87.0,588.0,0.0,16726961.854756689,3631892.4406,10994130.730000004,940991.06,341238.04,818843.1841566813,-133.60000000000014,54.88,81.6061525974026,159.0,5.075173815233827,False,False,-0.9794943543661866,-0.43707943873985367,False,False
140095,2014,חוות הנוער הציוני,ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,13.669091908796466,ירושלים,יהודי,ממלכתי,רשמי,"חט""ב ועליונה",5.0,26.727272727272727,28447.21403870185,6176.68782414966,18697.501241496604,1600.3249319727893,580.3368027210884,1392.5904492460566,-0.2272108843537417,0.0933333333333333,0.0,6.3784261836515865,83.2,84.01259259259258,0.0704225352112676,0.5802469135802469,71.0,81.0,588.0,0.0,16726961.854756689,3631892.4406,10994130.730000004,940991.06,341238.04,818843.1841566813,-133.60000000000014,54.88,83.60629629629629,152.0,5.030437921392435,False,False,-0.9562220432455708,-0.44146567363691397,False,False
140095,2015,חוות הנוער הציוני,ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,13.669091908796466,ירושלים,יהודי,ממלכתי,רשמי,"חט""ב ועליונה",5.0,26.727272727272727,28447.21403870185,6176.68782414966,18697.501241496604,1600.3249319727893,580.3368027210884,1392.5904492460566,-0.2272108843537417,0.0933333333333333,0.0,6.3784261836515865,82.78025974025974,86.15818181818182,0.0941176470588235,0.5,85.0,96.0,588.0,0.0,16726961.854756689,3631892.4406,10994130.730000004,940991.06,341238.04,818843.1841566813,-133.60000000000014,54.88,84.46922077922078,181.0,5.204006687076795,False,False,-0.9590272910301414,-0.43929254501998743,False,False
140095,2016,חוות הנוער הציוני,ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,13.669091908796466,ירושלים,יהודי,ממלכתי,רשמי,"חט""ב ועליונה",5.0,26.727272727272727,28447.21403870185,6176.68782414966,18697.501241496604,1600.3249319727893,580.3368027210884,1392.5904492460566,-0.2272108843537417,0.0933333333333333,0.0,6.3784261836515865,81.26,85.7263492063492,0.1186440677966101,0.6349206349206349,59.0,63.0,588.0,0.0,16726961.854756689,3631892.4406,10994130.730000004,940991.06,341238.04,818843.1841566813,-133.60000000000014,54.88,83.4931746031746,122.0,4.812184355372417,False,False,-0.977850884171499,-0.44340180453576983,False,False
140103,2013,"תיכון ע""ש בויאר",ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,13.669091908796466,ירושלים,יהודי,ממלכתי,מוכר,יסודי ועליונה,1.0,35.74074074074074,16884.105675607305,0.0,14381.28920207254,216.44339896373057,2110.3337305699483,188.55772742077477,-12.51838341968912,0.0,0.0173116089613034,6.890609120147166,84.65087155963303,86.30340807174888,0.1422018348623853,0.9461883408071748,218.0,223.0,965.0,17.0,16293161.976961048,0.0,13877944.08,208867.88,2036472.05,181958.20696104763,-12080.24,0.0,85.47713981569095,441.0,6.091309882077698,True,False,-1.186709642827046,-0.5569951777944869,False,True
140103,2014,"תיכון ע""ש בויאר",ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,13.669091908796466,ירושלים,יהודי,ממלכתי,מוכר,יסודי ועליונה,1.0,35.74074074074074,16884.105675607305,0.0,14381.28920207254,216.44339896373057,2110.3337305699483,188.55772742077477,-12.51838341968912,0.0,0.0173116089613034,6.890609120147166,86.05835555555556,84.94154867256637,0.1422222222222222,0.8982300884955752,225.0,226.0,965.0,17.0,16293161.976961048,0.0,13877944.08,208867.88,2036472.05,181958.20696104763,-12080.24,0.0,85.49995211406096,451.0,6.113682179832232,True,False,-1.1719656832128604,-0.5474983795256007,False,True
140103,2015,"תיכון ע""ש בויאר",ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,13.669091908796466,ירושלים,יהודי,ממלכתי,מוכר,יסודי ועליונה,1.0,35.74074074074074,16884.105675607305,0.0,14381.28920207254,216.44339896373057,2110.3337305699483,188.55772742077477,-12.51838341968912,0.0,0.0173116089613034,6.890609120147166,86.99216814159291,85.91034782608695,0.1725663716814159,0.9478260869565216,226.0,230.0,965.0,17.0,16293161.976961048,0.0,13877944.08,208867.88,2036472.05,181958.20696104763,-12080.24,0.0,86.45125798383992,456.0,6.124683390894205,True,False,-1.1606714085016214,-0.5611056101949516,False,True
140103,2016,"תיכון ע""ש בויאר",ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,13.669091908796466,ירושלים,יהודי,ממלכתי,מוכר,יסודי ועליונה,1.0,35.74074074074074,16884.105675607305,0.0,14381.28920207254,216.44339896373057,2110.3337305699483,188.55772742077477,-12.51838341968912,0.0,0.0173116089613034,6.890609120147166,82.12824074074075,83.66350467289719,0.1574074074074074,0.9392523364485982,216.0,214.0,965.0,17.0,16293161.976961048,0.0,13877944.08,208867.88,2036472.05,181958.20696104763,-12080.24,0.0,82.89587270681898,430.0,6.066108090103747,True,False,-1.1699026296870159,-0.5581168670893304,False,True
140129,2013,קרית נוער ירושלים,ירושלים,ירושלים,exact,2.0,-0.919,863795.0,,ירושלים,13.669091908796466,ירושלים,יהודי,ממלכתי דתי,רשמי,"חט""ב ועליונה",4.0,26.857142857142858,25020.63543557326,8132.779449468086,14089.386737588648,1139.416790780142,281.2837234042553,204.92093291369176,-8.058156028368794,0.1249645390070921,0.0375426621160409,6.375024819828097,72.90614457831326,75.73031578947368,0.0,0.2736842105263158,83.0,95.0,564.0,22.0,14111638.385663318,4586887.6095,7946414.119999997,642631.0700000001,158644.02,115575.40616332216,-4544.8,70.47999999999999,74.31823018389346,178.0,5.187385805840755,False,False,-1.0476005565745725,-0.4326707022154603,False,False
