semel,school_name_budget,budget_year,district,authority_name,authority_code,sector,supervision,legal_status,education_stage,education_type,nurture_quintile_raw,strength_band,students_regular,students_special,classes_regular,avg_class_size,budget_total,cost_teaching,cost_tuition,cost_perimeter,cost_projects,cost_purchases,cost_transport,hours_private,nurture_quintile
112391,"הר נוף ממ""ד בנים",תשעה,ירושלים,ירושלים,30007,יהודי,ממלכתי דתי,רשמי,יסודי בלבד,רגיל,יסודי 2,בינוני - חזק,328,0,12.0,27.333333333333332,4781445.700388429,4154413.761,0.0,551862.02,30986.8,48032.2393884288,-3849.12,85.5,2.0
112417,יד אשר,תשעה,ירושלים,ירושלים,30007,יהודי,חרדי,מוכר,יסודי בלבד,רגיל,יסודי 4,חלש - בינוני,229,0,7.5,28.625,1136350.690728202,0.0,0.0,0.0,1134971.6,2936.4507282019613,-1557.36,0.0,4.0
112433,בית יעקב הר נוף,תשעה,ירושלים,ירושלים,30007,יהודי,חרדי,מוכר,יסודי בלבד,רגיל,יסודי 3,בינוני,516,29,18.0,28.666666666666668,7241659.744960377,0.0,0.0,832355.28,285682.01,51350.15496037661,-4463.4,0.0,3.0
112458,משכנותיך ישראל,תשעה,ירושלים,בית שמש,26104,יהודי,חרדי,מוכר,יסודי בלבד,רגיל,יסודי 5,חלש,43,0,1.5,21.5,418466.7976547393,0.0,0.0,0.0,370404.64999999997,48252.5476547393,-190.4,0.0,5.0
112482,פסגת זאב ממלכתי א,תשעה,ירושלים,ירושלים,30007,יהודי,ממלכתי,רשמי,יסודי בלבד,רגיל,יסודי 3,בינוני,217,9,8.0,27.125,4123726.422893007,3476403.8803999997,0.0,436131.95,-35649.049999999996,248620.44249300694,-1780.8,79.91,3.0
112490,"אתרוג ממ""ד",תשעה,ירושלים,גבעת זאב,37309,יהודי,ממלכתי דתי,רשמי,יסודי בלבד,רגיל,יסודי 2,בינוני - חזק,369,21,14.0,26.357142857142858,7060676.854323581,6010524.099000001,0.0,677898.72,32255.640000000007,333826.7353235816,-4359.84,138.13,2.0
112516,מבוא חורון,תשעה,ירושלים,מטה בנימין,7300000,יהודי,ממלכתי דתי,רשמי,יסודי בלבד,רגיל,יסודי 1,חזק,432,0,16.0,27.0,5995182.749887197,5427997.0422,0.0,495803.2699999999,21594.489999999998,55649.7076871982,-5861.76,125.31,1.0
112524,סדיגורא,תשעה,ירושלים,ירושלים,30007,יהודי,חרדי,מוכר,יסודי בלבד,רגיל,יסודי 5,חלש,237,0,10.0,23.7,1574163.8346458308,0.0,0.0,0.0,1572873.8499999999,2333.9846458310476,-1044.0,0.0,5.0
112540,"ב""י עזרת תורה",תשעה,ירושלים,ירושלים,30007,יהודי,חרדי,מוכר,יסודי בלבד,רגיל,יסודי 3,בינוני,661,23,21.0,31.476190476190474,7482644.051694939,0.0,0.0,685685.14,148806.68,54220.38169494069,-6245.44,0.0,3.0
112565,רמת מוריה,תשעה,ירושלים,ירושלים,30007,יהודי,ממלכתי,רשמי,יסודי בלבד,רגיל,יסודי 2,בינוני - חזק,274,10,9.0,30.444444444444443,4195309.506507318,3486394.1878,0.0,507640.1699999999,-77091.71,281049.7387073183,-2682.88,82.09,2.0
112573,"ממ""ד פסגת דוד",תשעה,ירושלים,ירושלים,30007,יהודי,ממלכתי דתי,רשמי,יסודי בלבד,רגיל,יסודי 4,חלש - בינוני,293,10,11.0,26.636363636363637,6049555.216277669,4589276.9812,0.0,596339.12,-433480.86,1299513.4950776696,-2093.52,99.00999999999999,4.0
112599,גפנים,תשעה,ירושלים,ערבות הירדן,7500000,יהודי,ממלכתי,רשמי,יסודי בלבד,רגיל,יסודי 4,חלש - בינוני,228,23,9.0,25.333333333333332,4972993.764900301,4348342.8491,0.0,561622.8099999999,-128866.71000000002,193648.17580029997,-1753.36,96.24000000000001,4.0
112607,תקוע,תשעה,ירושלים,גוש עציון,7600000,יהודי,ממלכתי דתי,רשמי,יסודי בלבד,רגיל,יסודי 2,בינוני - חזק,551,64,19.0,29.0,10601248.924090551,9134765.2388,0.0,1027927.7799999998,-117097.60999999999,561374.3952905522,-5720.88,219.75,2.0
112615,אמרי חיים,תשעה,ירושלים,ירושלים,30007,יהודי,חרדי,פטור,יסודי בלבד,רגיל,יסודי 3,בינוני,158,0,7.5,19.75,770738.1934138567,0.0,0.0,0.0,2794.2200000000003,1739.9606152029532,-1232.16,0.0,3.0
112623,בעלזא,תשעה,ירושלים,ירושלים,30007,יהודי,חרדי,פטור,יסודי בלבד,רגיל,יסודי 5,חלש,646,0,22.0,29.363636363636363,1973514.546441676,0.0,0.0,0.0,9983.380000000001,4659.269550385184,-3525.12,0.0,5.0
112649,מענה שמחה חתם סופר,תשעה,ירושלים,ירושלים,30007,יהודי,חרדי,פטור,יסודי בלבד,רגיל,יסודי 4,חלש - בינוני,12,0,0.5,12.0,162873.69791730552,0.0,0.0,0.0,200.64,373.2702848839194,-72.16,0.0,4.0
112656,אהל שמעון-כתב סופר,תשעה,ירושלים,ירושלים,30007,יהודי,חרדי,פטור,יסודי בלבד,רגיל,יסודי 3,בינוני,219,0,7.5,27.375,754812.0108644702,0.0,0.0,0.0,3391.4100000000003,3487.1563760077324,-1777.6,0.0,3.0
112664,הדר ציון,תשעה,ירושלים,ירושלים,30007,יהודי,חרדי,פטור,יסודי בלבד,רגיל,יסודי 3,בינוני,213,0,8.0,26.625,787810.8320112247,0.0,0.0,0.0,3406.04,2750.684754059586,-2065.84,0.0,3.0
112680,אמת ואמונה-סלונים,תשעה,ירושלים,ירושלים,30007,יהודי,חרדי,פטור,יסודי בלבד,רגיל,יסודי 3,בינוני,178,0,8.0,22.25,929554.5945276774,0.0,0.0,0.0,3112.34,2223.2807889821174,-1302.0,0.0,3.0
112698,רוזין,תשעה,ירושלים,ירושלים,30007,יהודי,חרדי,פטור,יסודי בלבד,רגיל,יסודי 4,חלש - בינוני,194,0,9.0,21.555555555555557,931673.3786541269,0.0,0.0,0.0,3415.7200000000003,2447.6459264107943,-1115.4,0.0,4.0
112706,כנסת יהודה,תשעה,ירושלים,ירושלים,30007,יהודי,חרדי,פטור,יסודי בלבד,רגיל,יסודי 4,חלש - בינוני,234,0,9.5,23.4,1217775.553587046,0.0,0.0,0.0,3714.37,3154.857366577313,-1602.12,0.0,4.0
112714,סוכת דוד,תשעה,ירושלים,ירושלים,30007,יהודי,חרדי,מוכר,יסודי בלבד,רגיל,יסודי 3,בינוני,208,0,8.0,26.0,1359290.1606570124,0.0,0.0,0.0,1357545.48,3295.080657012589,-1550.4,0.0,3.0
112722,דרכי אבות צאנז,תשעה,ירושלים,ירושלים,30007,יהודי,חרדי,פטור,יסודי בלבד,רגיל,יסודי 5,חלש,154,0,7.0,19.25,758919.0971397079,0.0,0.0,0.0,2833.38,1480.732107186262,-834.56,0.0,5.0
112730,יקירי ירושלים,תשעה,ירושלים,ירושלים,30007,יהודי,חרדי,פטור,יסודי בלבד,רגיל,יסודי 3,בינוני,353,0,12.0,27.153846153846153,1143624.8264331087,0.0,0.0,0.0,5412.55,4952.7280897870805,-2871.24,0.0,3.0
112748,חוות דעת,תשעה,ירושלים,ירושלים,30007,יהודי,חרדי,פטור,יסודי בלבד,רגיל,יסודי 3,בינוני,637,0,22.0,28.954545454545453,1952627.4203434596,0.0,0.0,0.0,9895.27,7222.257684403708,-5163.12,0.0,3.0
112755,באבוב,תשעה,ירושלים,ירושלים,30007,יהודי,חרדי,פטור,יסודי בלבד,רגיל,יסודי 4,חלש - בינוני,209,0,10.0,20.9,981759.3311992435,0.0,0.0,0.0,3542.99,2331.4512443126505,-1333.2,0.0,4.0
112763,חסדי אבות,תשעה,ירושלים,ירושלים,30007,יהודי,חרדי,פטור,יסודי בלבד,רגיל,יסודי 5,חלש,201,0,8.0,25.125,823076.2756735953,0.0,0.0,0.0,3298.35,1514.9217960474964,-907.2,0.0,5.0
112771,בית אהרן וישראל,תשעה,ירושלים,ירושלים,30007,יהודי,חרדי,פטור,יסודי בלבד,רגיל,יסודי 5,חלש,190,0,9.0,21.11111111111111,886571.9419138798,0.0,0.0,0.0,3317.82,1280.619191305916,-927.36,0.0,5.0
112789,בית ברכה,תשעה,ירושלים,ירושלים,30007,יהודי,חרדי,פטור,יסודי בלבד,רגיל,יסודי 4,חלש - בינוני,254,0,12.0,21.166666666666668,1150551.778941812,0.0,0.0,0.0,4482.5,11427.561368826307,-1200.8,0.0,4.0
112797,בנות ויזניץ,תשעה,ירושלים,ירושלים,30007,יהודי,חרדי,מוכר,יסודי בלבד,רגיל,יסודי 4,חלש - בינוני,842,0,25.0,33.68,4511816.786142207,0.0,0.0,35881.32,4448001.570000001,32235.336142206706,-4301.44,0.0,4.0
112805,תריג הרי יהודה,תשעה,ירושלים,קרית יערים,11379,יהודי,חרדי,פטור,יסודי בלבד,רגיל,יסודי 3,בינוני,193,0,8.0,24.125,805965.2203674571,0.0,0.0,0.0,3220.0299999999997,2920.594800100513,-1620.48,0.0,3.0
112813,רמת מודיעין,תשעה,ירושלים,מטה בנימין,7300000,יהודי,ממלכתי דתי,רשמי,יסודי בלבד,רגיל,יסודי 2,בינוני - חזק,333,15,12.0,27.75,5663167.823145394,4993664.384564357,0.0,561587.06,21187.090000000004,90833.28858103868,-4104.0,115.11,2.0
112847,ילדי אתרוג,תשעה,ירושלים,ירושלים,30007,יהודי,חרדי,פטור,יסודי בלבד,רגיל,יסודי 4,חלש - בינוני,183,0,7.0,22.875,794222.6449956789,0.0,0.0,0.0,3004.76,1356.2433427747997,-1028.16,0.0,4.0
112896,רמת אשכול רמת התורה,תשעה,ירושלים,ירושלים,30007,יהודי,חרדי,מוכר,יסודי בלבד,רגיל,יסודי 5,חלש,117,0,5.5,14.625,1484709.5740173059,0.0,0.0,178520.84000000003,13033.2,1292.2940173060977,-674.16,0.0,5.0
112904,תפארת החיים מעורב,תשעה,ירושלים,בית שמש,26104,יהודי,חרדי,מוכר,יסודי בלבד,רגיל,יסודי 4,חלש - בינוני,153,36,6.0,19.125,4133304.3927345336,0.0,0.0,515347.2,73269.25,210923.46273453414,-1093.92,0.0,4.0
112953,"(אהבת ישראל (חרד""ל",תשעה,ירושלים,ירושלים,30007,יהודי,ממלכתי דתי,רשמי,יסודי בלבד,רגיל,יסודי 3,בינוני,430,0,15.0,28.666666666666668,6355759.105900765,5570848.5274,0.0,670431.31,50759.63,67819.83850076489,-4100.2,123.22,3.0
112995,"ת""ת חיי עולם",תשעה,ירושלים,ירושלים,30007,יהודי,חרדי,פטור,יסודי בלבד,רגיל,יסודי 4,חלש - בינוני,113,0,5.0,14.125,604865.4210368625,0.0,0.0,44851.61,1937.87,1419.5961648219954,-709.64,0.0,4.0
113001,נועם בנות רמות,תשעה,ירושלים,ירושלים,30007,יהודי,ממלכתי דתי,רשמי,יסודי בלבד,רגיל,יסודי 2,בינוני - חזק,209,8,8.0,26.125,3642521.3792515905,3203550.4046,0.0,377159.79,23403.5,40407.96465159119,-2281.12,77.33,2.0
113043,בית יעקב אוהל רחל,תשעה,ירושלים,ירושלים,30007,יהודי,חרדי,מוכר,יסודי בלבד,רגיל,יסודי 2,בינוני - חזק,883,21,27.0,32.7037037037037,10153331.882618673,0.0,0.0,1061150.02,312323.42,64707.62261867289,-8875.68,0.0,2.0
113068,"ע""ש יוני נתניהו",תשעה,ירושלים,ירושלים,30007,יהודי,ממלכתי,רשמי,יסודי בלבד,רגיל,יסודי 2,בינוני - חזק,237,0,9.5,23.7,3570243.4610459125,3138042.72,0.0,397911.93,-2811.4499999999994,39111.861045912294,-2011.6,73.0,2.0
113076,"ביה""ס ממ""ד דרור",תשעה,ירושלים,ירושלים,30007,יהודי,ממלכתי דתי,רשמי,יסודי בלבד,רגיל,יסודי 2,בינוני - חזק,190,21,8.0,23.75,3929840.599291838,3408100.4215999995,0.0,437937.45999999996,12720.66,73402.6576918384,-2320.6,75.36,2.0
113084,הר-אדר,תשעה,ירושלים,הר-אדר,37697,יהודי,ממלכתי,רשמי,יסודי בלבד,רגיל,יסודי 1,חזק,454,0,13.0,34.92307692307692,5481739.935880263,4900418.889400001,0.0,508723.40999999986,2549.090000000002,77337.46648026243,-7288.92,102.98,1.0
113126,המסלה,תשעה,ירושלים,ירושלים,30007,יהודי,חרדי,מוכר,יסודי בלבד,רגיל,יסודי 5,חלש,392,0,16.0,24.5,2795777.7427947354,0.0,0.0,0.0,2794150.8199999994,3904.442794735445,-2277.52,0.0,5.0
113134,בית יעקב אהבת חסד,תשעה,ירושלים,ביתר עילית,37804,יהודי,חרדי,מוכר,יסודי בלבד,רגיל,יסודי 2,בינוני - חזק,396,17,16.0,24.75,6708855.795045035,0.0,0.0,604226.41,121390.38,217579.57504503644,-4231.2,0.0,2.0
113142,"ת""ת בית אשר",תשעה,ירושלים,ירושלים,30007,יהודי,חרדי,פטור,יסודי בלבד,רגיל,יסודי 5,חלש,250,0,12.0,20.833333333333332,1088142.7679272082,0.0,0.0,0.0,4453.13,2030.0745144602458,-1295.84,0.0,5.0
113159,צלילי נעם,תשעה,ירושלים,מבשרת ציון,10157,יהודי,חרדי,מוכר,יסודי בלבד,רגיל,יסודי 4,חלש - בינוני,112,0,5.0,16.0,1466346.7557244033,0.0,0.0,171332.55,10019.4,10025.605724403422,-782.0,0.0,4.0
113175,"ת""ת חברון",תשעה,ירושלים,קרית ארבע,36111,יהודי,ממלכתי דתי,רשמי,יסודי בלבד,רגיל,יסודי 3,בינוני,214,0,8.5,23.77777777777778,3969874.9356932314,3271982.1848,0.0,268656.38,-144678.04,575427.5308932315,-1513.12,69.55,3.0
113183,בפי ישרים,תשעה,ירושלים,ירושלים,30007,יהודי,חרדי,מוכר,יסודי בלבד,רגיל,יסודי 4,חלש - בינוני,141,0,6.5,17.625,1866170.116992117,0.0,0.0,204289.84000000003,15964.400000000001,1846.0369921170236,-977.76,0.0,4.0
113191,"ת""ת מאורי צ'רנוביל",תשעה,ירושלים,ירושלים,30007,יהודי,חרדי,פטור,יסודי בלבד,רגיל,יסודי 5,חלש,196,0,9.0,21.77777777777778,842036.3598532726,0.0,0.0,0.0,3405.9300000000003,1864.0002171845883,-956.8,0.0,5.0
113209,נער ישראל,תשעה,ירושלים,ירושלים,30007,יהודי,חרדי,מוכר,יסודי בלבד,רגיל,יסודי 3,בינוני,86,0,4.5,10.75,648984.8934304668,0.0,0.0,0.0,648274.43,1320.3034304668338,-609.84,0.0,3.0
113217,הר נוף ממד בנות,תשעה,ירושלים,ירושלים,30007,יהודי,ממלכתי דתי,רשמי,יסודי בלבד,רגיל,יסודי 2,בינוני - חזק,375,0,16.0,23.4375,5947223.300200797,5296215.2906,0.0,551389.29,25146.66,78767.2196007968,-4295.16,107.66,2.0
113233,"ת""ת אוהל מועד",תשעה,ירושלים,ירושלים,30007,יהודי,חרדי,פטור,יסודי בלבד,רגיל,יסודי 4,חלש - בינוני,11,0,0.5,11.0,47451.00146802108,0.0,0.0,0.0,200.64,155.4678518426243,-63.72,0.0,4.0
113241,"ממלכתי ב' יע""ד",תשעה,ירושלים,גבעת זאב,37309,יהודי,ממלכתי,רשמי,יסודי בלבד,רגיל,יסודי 2,בינוני - חזק,179,0,7.0,25.571428571428573,2632331.133557126,2373304.2199999997,0.0,223013.96000000002,-2233.5599999999995,31795.313557125868,-1974.0,51.0,2.0
113258,ממלכתי ג',תשעה,ירושלים,מעלה אדומים,36160,יהודי,ממלכתי,רשמי,יסודי בלבד,רגיל,יסודי 2,בינוני - חזק,332,10,12.0,27.666666666666668,5965710.994997361,5250281.0848,0.0,511768.0199999999,-93912.87,300875.6401973612,-3300.88,113.39,2.0
113274,תת חדר חדש דרך תבונה,תשעה,ירושלים,ירושלים,30007,יהודי,חרדי,פטור,יסודי בלבד,רגיל,יסודי 2,בינוני - חזק,419,0,16.0,26.1875,1531421.5434046257,0.0,0.0,0.0,6772.92,7276.663517452712,-4313.76,0.0,2.0
113290,"ת""ת מאור ישראל",תשעה,ירושלים,ירושלים,30007,יהודי,חרדי,מוכר,יסודי בלבד,רגיל,יסודי 4,חלש - בינוני,11,86,2.0,2.75,3828003.9892193684,0.0,0.0,696141.09,272120.04000000004,6721.81921936893,-632.96,0.0,4.0
113308,מעלה התורה בנים,תשעה,ירושלים,מעלה אדומים,36160,יהודי,ממלכתי דתי,רשמי,יסודי בלבד,רגיל,יסודי 2,בינוני - חזק,338,0,13.0,26.0,6049413.481556849,5279718.928,0.0,495726.46999999986,-102328.29,379673.29355684953,-3376.92,119.31,2.0
113316,תורני רמות,תשעה,ירושלים,ירושלים,30007,יהודי,חרדי,פטור,יסודי בלבד,רגיל,יסודי 4,חלש - בינוני,192,0,7.5,24.0,850740.2795896451,0.0,0.0,0.0,3043.92,1821.7093951309678,-1324.6,0.0,4.0
113324,בית-אל בנים,תשעה,ירושלים,בית אל,35741,יהודי,ממלכתי דתי,רשמי,יסודי בלבד,רגיל,יסודי 2,בינוני - חזק,441,50,17.0,25.941176470588236,8783202.176395442,7669853.0836,0.0,963606.1900000002,30175.489999999994,124192.21279544251,-4624.8,178.32999999999998,2.0
113332,"ב""י חסידי ירושלים",תשעה,ירושלים,ירושלים,30007,יהודי,חרדי,מוכר,יסודי בלבד,רגיל,יסודי 2,בינוני - חזק,708,0,22.0,32.18181818181818,7023211.740147382,0.0,0.0,603366.6599999999,64102.8,51164.3501473826,-6804.0,0.0,2.0
113365,"ת""ת וב""י חשמונאים",תשעה,ירושלים,מודיעין עילית,37978,יהודי,חרדי,מוכר,יסודי בלבד,רגיל,יסודי 2,בינוני - חזק,370,62,15.0,24.666666666666668,8402131.79868017,0.0,0.0,965099.1600000003,211717.6,268396.4686801703,-4252.92,0.0,2.0
113373,ת'ת תשב'ר אמשינוב,תשעה,ירושלים,ירושלים,30007,יהודי,חרדי,פטור,יסודי בלבד,רגיל,יסודי 3,בינוני,59,0,3.0,9.833333333333334,432402.4792349239,0.0,0.0,35881.32,1037.41,1289.7079029822407,-548.64,0.0,3.0
113399,מקור חיים,תשעה,ירושלים,ירושלים,30007,יהודי,ממלכתי דתי,רשמי,יסודי בלבד,רגיל,יסודי 2,בינוני - חזק,463,0,15.0,30.866666666666667,6540337.223250712,5622806.5104,0.0,759066.13,48082.7,114905.40285071229,-4523.52,113.33999999999999,2.0
